isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,1 year,3 year,5 year
IE000YDZG487,HSBC Nasdaq Global Semiconductor UCITS ETF,HNSC,80.0,equity,USD,Ireland,False,Accumulating,0.35,80.0,Nasdaq Global Semiconductor,,+58.07%,+179.60%,-
IE000YELA4E3,L&G S&P 100 Equal Weight UCITS ETF USD Acc,SNPE,23.0,equity,USD,Ireland,False,Accumulating,0.19,101.0,S&P 100 Equal Weighted,,-,-,-
IE000YGEAK03,WisdomTree US Quality Growth UCITS ETF USD Unhedged Acc,QGRW,26.0,equity,USD,Ireland,False,Accumulating,0.33,99.0,WisdomTree US Quality Growth UCITS,,-2.25%,-,-
IE000YICM5P9,Global X SuperDividend® UCITS ETF USD Accumulating,SDIU,1.0,equity,USD,Ireland,False,Accumulating,0.45,98.0,Solactive Global SuperDividend,,+18.37%,+26.72%,-
IE000YIXESS9,iShares S&P 500 3% Capped UCITS ETF USD (Acc),SP3C,332.0,equity,USD,Ireland,False,Accumulating,0.2,503.0,S&P 500 3% Capped,,-,-,-
IE000YNVI4W4,Invesco Europe Enhanced Equity UCITS ETF Acc,IQHE,171.0,equity,EUR,Ireland,False,Accumulating,0.24,259.0,Invesco Europe Enhanced Equity,,-,-,-
IE000YR7N5U8,ODDO BHF US Equity Active UCITS ETF (Acc),ODUS,49.0,equity,USD,Ireland,False,Accumulating,0.35,101.0,ODDO BHF US Equity Active,,-,-,-
IE000YUAPTQ0,KraneShares Electric Vehicles & Future Mobility Screened UCITS ETF USD,KARS,5.0,equity,USD,Ireland,False,Accumulating,0.72,66.0,Bloomberg Electric Vehicles ESG Screened,,+27.31%,-11.65%,-
IE000YUTMIU2,Fidelity Global Quality Income UCITS ETF ACC-USD,FGEA,12.0,equity,USD,Ireland,False,Accumulating,0.4,250.0,Fidelity Global Quality Income,,+7.25%,-,-
IE000Z1PCR88,iShares MSCI World Sector & Country Neutral Equal Weight UCITS ETF USD (Acc),WEQW,9.0,equity,USD,Ireland,False,Accumulating,0.2,1252.0,MSCI World Equal Weighted Country & Sector Neutral,,-,-,-
IE000Z8BHG02,AXA IM ACT Climate Equity UCITS ETF USD Acc,ACLT,7.0,equity,USD,Ireland,False,Accumulating,0.7,98.0,AXA IM ACT Climate Equity,,+8.61%,+42.22%,-
IE000Z9SJA06,Xtrackers S&P 500 UCITS ETF 4C,XDPU,931.0,equity,USD,Ireland,False,Accumulating,0.05,502.0,S&P 500®,,-0.71%,+54.57%,-
IE000Z9UVQ99,L&G Asia Pacific ex Japan ESG Exclusions Paris Aligned UCITS ETF USD Accumulating ETF,BATF,60.0,equity,USD,Ireland,False,Accumulating,0.16,108.0,Foxberry Sustainability Consensus Pacific ex Japan,,+9.28%,+18.22%,-
IE000ZAJ6XQ2,JPMorgan India Research Enhanced Index Equity Active UCITS ETF USD (acc),JRIN,12.0,equity,USD,Ireland,False,Accumulating,0.4,131.0,JPMorgan India Research Enhanced Index Equity Active,,-,-,-
IE000ZEOCR03,SPDR S&P Europe Quality Aristocrats UCITS ETF EUR Unhedged (Acc),QPEU,2.0,equity,EUR,Ireland,False,Accumulating,0.25,100.0,S&P Europe Quality FCF Aristocrats,,-,-,-
IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR EUR (A),WELW,133.0,equity,EUR,Ireland,False,Accumulating,0.18,79.0,S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Consumer Staples,,+1.08%,+11.80%,-
IE000ZME9TM4,BNP Paribas Easy MSCI USA Small Cap Min TE UCITS ETF USD Acc,ESAH,26.0,equity,USD,Ireland,False,Accumulating,0.25,1442.0,MSCI USA Small Cap Select Filtered Min TE,,-,-,-
IE000ZOKLHY7,Franklin Future Of Food UCITS ETF ,FOFD,5.0,equity,USD,Ireland,False,Accumulating,0.3,74.0,Solactive Sustainable Food,,+4.47%,-,-
IE000ZQOIPB1,HSBC MSCI Europe UCITS ETF EUR (Acc),P260,78.0,equity,EUR,Ireland,False,Accumulating,0.1,404.0,MSCI Europe,,+14.54%,+45.55%,-
IE000ZURGSV2,HSBC PLUS World Equity Quant Active UCITS ETF USD Acc,H416,628.0,equity,USD,Ireland,False,Accumulating,0.2,514.0,HSBC PLUS World Equity Quant Active,,-,-,-
IE000ZYE17Z0,iShares World Equity Enhanced Active UCITS ETF GBP Hedged (Acc),27U0,2.0,equity,GBP,Ireland,True,Accumulating,0.3,566.0,iShares World Equity Enhanced Active (GBP Hedged),,-,-,-
IE000ZZJ48Q0,Franklin Global Quality Dividend UCITS ETF (Acc),DVDG,3.0,equity,USD,Ireland,False,Accumulating,0.3,98.0,LibertyQ Global Dividend,,-,-,-
IE00B3CNHJ55,L&G Russell 2000 US Small Cap Quality UCITS ETF,ETLZ,176.0,equity,USD,Ireland,False,Accumulating,0.3,986.0,Russell 2000 0.4 Quality Target Exposure Factor,ETLZ.BE,+1.69%,+27.24%,+33.40%
IE00B3VWLG82,iShares MSCI UK Small Cap UCITS ETF (Acc),SXRD,119.0,equity,GBP,Ireland,False,Accumulating,0.58,197.0,MSCI UK Small Cap,SXRD.BE,+12.32%,+31.96%,+20.53%
IE00B3VWM098,iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),SXRG,2233.0,equity,USD,Ireland,False,Accumulating,0.43,1508.0,MSCI USA Small Cap ESG Enhanced Focus CTB,SXRG.BE,+0.87%,+22.99%,+34.45%
IE00B3VWMM18,iShares MSCI EMU Small Cap UCITS ETF (Acc),SXRJ,1014.0,equity,EUR,Ireland,False,Accumulating,0.58,378.0,MSCI EMU Small Cap,SXRJ.BE,+22.60%,+34.99%,+44.08%
IE00B3WJKG14,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),QDVE,12618.0,equity,USD,Ireland,False,Accumulating,0.15,71.0,S&P 500 Capped 35/20 Information Technology,QDVE.BE,+2.09%,+100.30%,+134.19%
IE00B3YLTY66,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),SPYI,4194.0,equity,USD,Ireland,False,Accumulating,0.17,4414.0,MSCI All Country World Investable Market (ACWI IMI),SPYI.BE,+6.20%,+49.20%,+67.63%
IE00B3ZW0K18,iShares S&P 500 EUR Hedged UCITS ETF (Acc),IBCF,8076.0,equity,EUR,Ireland,True,Accumulating,0.2,505.0,S&P 500® (EUR Hedged),IBCF.BE,+10.85%,+60.50%,+65.41%
IE00B42YS929,iShares MSCI World GBP Hedged UCITS ETF (Acc),2B73,480.0,equity,GBP,Ireland,True,Accumulating,0.55,1322.0,MSCI World (GBP Hedged),2B73.DU,+10.20%,+67.74%,+74.61%
IE00B42Z5J44,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),IBCG,989.0,equity,EUR,Ireland,True,Accumulating,0.64,182.0,MSCI Japan (EUR Hedged),IBCG.BE,+43.40%,+121.13%,+130.86%
IE00B43HR379,iShares S&P 500 Health Care Sector UCITS ETF (Acc),QDVG,2290.0,equity,USD,Ireland,False,Accumulating,0.15,60.0,S&P 500 Capped 35/20 Health Care,QDVG.BE,-3.68%,+11.55%,+47.46%
IE00B441G979,iShares MSCI World EUR Hedged UCITS ETF (Acc),IBCH,4914.0,equity,EUR,Ireland,True,Accumulating,0.55,1321.0,MSCI World (EUR Hedged),IBCH.BE,+12.74%,+57.97%,+62.95%
IE00B44Z5B48,SPDR MSCI All Country World UCITS ETF (Acc),SPYY,7670.0,equity,USD,Ireland,False,Accumulating,0.12,2280.0,MSCI All Country World (ACWI),SPYY.BE,+5.67%,+51.51%,+69.80%
IE00B466KX20,SPDR MSCI EM Asia UCITS ETF,SPYA,1163.0,equity,USD,Ireland,False,Accumulating,0.55,840.0,MSCI Emerging Markets Asia,SPYA.BE,+24.66%,+46.83%,+16.92%
IE00B469F816,SPDR MSCI Emerging Markets UCITS ETF,SPYM,1415.0,equity,USD,Ireland,False,Accumulating,0.18,1183.0,MSCI Emerging Markets,SPYM.BE,+25.73%,+49.35%,+25.79%
IE00B48X4842,SPDR MSCI Emerging Markets Small Cap UCITS ETF,SPYX,403.0,equity,USD,Ireland,False,Accumulating,0.55,1898.0,MSCI Emerging Markets Small Cap,SPYX.BE,+15.42%,+41.79%,+52.08%
IE00B4JNQZ49,iShares S&P 500 Financials Sector UCITS ETF (Acc),QDVH,2056.0,equity,USD,Ireland,False,Accumulating,0.15,76.0,S&P 500 Capped 35/20 Financials,QDVH.BE,-11.48%,+31.28%,+79.52%
IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc),EUNK,14549.0,equity,EUR,Ireland,False,Accumulating,0.12,406.0,MSCI Europe,EUNK.BE,+14.37%,+45.29%,+73.54%
IE00B4L5Y983,iShares Core MSCI World UCITS ETF USD (Acc),EUNL,109860.0,equity,USD,Ireland,False,Accumulating,0.2,1318.0,MSCI World,EUNL.BE,+3.20%,+51.74%,+77.01%
IE00B4L5YC18,iShares MSCI EM UCITS ETF (Acc),EUNM,6464.0,equity,USD,Ireland,False,Accumulating,0.18,1198.0,MSCI Emerging Markets,EUNM.BE,+25.48%,+48.99%,+24.27%
IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF,EUNN,6182.0,equity,USD,Ireland,False,Accumulating,0.12,964.0,MSCI Japan IMI,EUNN.BE,+24.95%,+61.28%,+52.55%
IE00B4LN9N13,iShares S&P 500 Industrials Sector UCITS ETF,2B7C,509.0,equity,USD,Ireland,False,Accumulating,0.15,80.0,S&P 500 Capped 35/20 Industrials,,+12.29%,+58.55%,+110.32%
IE00B4YBJ215,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),SPY4,4036.0,equity,USD,Ireland,False,Accumulating,0.3,401.0,S&P MidCap 400,SPY4.BE,-1.41%,+24.12%,+50.14%
IE00B52MJD48,iShares Nikkei 225 UCITS ETF (Acc),SXRZ,415.0,equity,JPY,Ireland,False,Accumulating,0.48,225.0,Nikkei 225®,SXRZ.BE,+29.64%,+69.36%,+44.66%
IE00B52MJY50,iShares Core MSCI Pacific ex Japan UCITS ETF (Acc),SXR1,3145.0,equity,USD,Ireland,False,Accumulating,0.2,94.0,MSCI Pacific ex Japan,SXR1.BE,+9.17%,+23.19%,+38.67%
IE00B52SF786,iShares MSCI Canada UCITS ETF (Acc),SXR2,1459.0,equity,USD,Ireland,False,Accumulating,0.48,83.0,MSCI Canada,SXR2.BE,+17.03%,+49.40%,+89.47%
IE00B52SFT06,iShares MSCI USA UCITS ETF (Acc),SXR4,2881.0,equity,USD,Ireland,False,Accumulating,0.03,544.0,MSCI USA,SXR4.BE,-1.34%,+54.72%,+82.35%
IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF (Acc),IUSK,2949.0,equity,EUR,Ireland,False,Accumulating,0.2,120.0,MSCI Europe SRI Select Reduced Fossil Fuels,IUSK.BE,+0.03%,+20.27%,+35.56%
IE00B539F030,iShares MSCI UK UCITS ETF (Acc),SXR3,124.0,equity,GBP,Ireland,False,Accumulating,0.33,73.0,MSCI UK,SXR3.DE,+18.33%,+48.74%,+96.92%
IE00B53HP851,iShares Core FTSE 100 UCITS ETF GBP (Acc),SXRW,3229.0,equity,GBP,Ireland,False,Accumulating,0.07,102.0,FTSE 100,SXRW.BE,+18.26%,+48.82%,+91.44%
IE00B53L3W79,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),SXRT,7074.0,equity,EUR,Ireland,False,Accumulating,0.1,51.0,EURO STOXX® 50,SXRT.BE,+12.26%,+54.33%,+87.10%
IE00B53QDK08,iShares MSCI Japan UCITS ETF USD (Acc),SXR5,1073.0,equity,USD,Ireland,False,Accumulating,0.12,182.0,MSCI Japan,SXR5.BE,+24.44%,+61.87%,+52.26%
IE00B53QG562,iShares Core MSCI EMU UCITS ETF EUR (Acc),SXR7,6034.0,equity,EUR,Ireland,False,Accumulating,0.12,224.0,MSCI EMU,SXR7.BE,+16.04%,+51.70%,+75.44%
IE00B53SZB19,iShares Nasdaq 100 UCITS ETF (Acc),SXRV,18829.0,equity,USD,Ireland,False,Accumulating,0.3,102.0,Nasdaq 100®,SXRV.BE,-1.15%,+80.48%,+86.49%
IE00B57X3V84,iShares Dow Jones Global Leaders Screened UCITS ETF USD (Acc),IUSL,1612.0,equity,USD,Ireland,False,Accumulating,0.6,569.0,Dow Jones Global Best-In-Class,IUSL.BE,+5.80%,+47.69%,+73.49%
IE00B5BMR087,iShares Core S&P 500 UCITS ETF USD (Acc),SXR8,114038.0,equity,USD,Ireland,False,Accumulating,0.07,503.0,S&P 500®,SXR8.BE,-0.76%,+54.55%,+88.78%
IE00B5L8K969,iShares MSCI EM Asia UCITS ETF (Acc),CEBL,5299.0,equity,USD,Ireland,False,Accumulating,0.2,970.0,MSCI Emerging Markets Asia,CEBL.BE,+25.12%,+48.53%,+18.30%
IE00B5W4TY14,iShares MSCI Korea UCITS ETF (Acc),CEBJ,402.0,equity,USD,Ireland,False,Accumulating,0.65,81.0,MSCI Korea 20/35,CEBJ.BE,+117.34%,+107.36%,+55.74%
IE00B6R51Z18,iShares Oil & Gas Exploration & Production UCITS ETF,IS0D,231.0,equity,USD,Ireland,False,Accumulating,0.55,64.0,S&P Commodity Producers Oil & Gas Exploration & Production,IS0D.BE,+1.94%,+8.13%,+143.40%
IE00B6R52036,iShares Gold Producers UCITS ETF,IS0E,5007.0,equity,USD,Ireland,False,Accumulating,0.55,62.0,S&P Commodity Producers Gold,IS0E.BE,+113.71%,+224.86%,+217.05%
IE00B6R52143,iShares Agribusiness UCITS ETF,IS0C,298.0,equity,USD,Ireland,False,Accumulating,0.55,100.0,S&P Commodity Producers Agribusiness,IS0C.BE,+17.43%,+3.25%,+36.57%
IE00B6R52259,iShares MSCI ACWI UCITS ETF USD (Acc),IUSQ,22084.0,equity,USD,Ireland,False,Accumulating,0.2,2348.0,MSCI All Country World (ACWI),IUSQ.BE,+5.40%,+51.45%,+70.05%
IE00B6SPMN59,iShares Edge S&P 500 Minimum Volatility UCITS ETF (Acc),IBCK,1235.0,equity,USD,Ireland,False,Accumulating,0.2,122.0,S&P 500 Minimum Volatility,IBCK.BE,-6.18%,+28.65%,+62.58%
IE00B7452L46,SPDR FTSE UK All Share UCITS ETF,SPYF,437.0,equity,GBP,Ireland,False,Accumulating,0.2,514.0,FTSE All-Share,SPYF.BE,+16.83%,+45.15%,+78.08%
IE00B802KR88,SPDR S&P 500 Low Volatility UCITS ETF,SPY1,88.0,equity,USD,Ireland,False,Accumulating,0.35,100.0,S&P 500 Low Volatility,SPY1.BE,-7.46%,+13.14%,+47.97%
IE00B86MWN23,iShares Edge MSCI Europe Minimum Volatility UCITS ETF,EUN0,762.0,equity,EUR,Ireland,False,Accumulating,0.25,184.0,MSCI Europe Minimum Volatility,EUN0.BE,+10.16%,+40.24%,+52.31%
IE00B88DZ566,iShares S&P 500 CHF Hedged UCITS ETF (Acc),IUSC,890.0,equity,CHF,Ireland,True,Accumulating,0.2,504.0,S&P 500® (CHF Hedged),IUSC.BE,+14.12%,+65.20%,+83.86%
IE00B8FHGS14,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),IQQ0,2107.0,equity,USD,Ireland,False,Accumulating,0.3,277.0,MSCI World Minimum Volatility,IQQ0.BE,-5.13%,+21.80%,+43.16%
IE00B8J37J31,iShares MSCI Japan CHF Hedged UCITS ETF (Acc),36BH,225.0,equity,CHF,Ireland,True,Accumulating,0.64,182.0,MSCI Japan (CHF Hedged),,+46.17%,+121.92%,+153.77%
IE00B8KGV557,iShares Edge MSCI EM Minimum Volatility UCITS ETF,EUNZ,271.0,equity,USD,Ireland,False,Accumulating,0.4,318.0,MSCI Emerging Markets Minimum Volatility,EUNZ.BE,+4.07%,+23.26%,+21.67%
IE00B8KMSQ34,Xtrackers S&P 500 UCITS ETF 3C CHF hedged,XDPC,64.0,equity,CHF,Ireland,True,Accumulating,0.2,502.0,S&P 500® (CHF Hedged),,+13.00%,+64.76%,+82.56%
IE00B8X9NW27,First Trust US Large Cap Core AlphaDEX UCITS ETF Acc,FTGU,86.0,equity,USD,Ireland,False,Accumulating,0.65,375.0,Nasdaq AlphaDEX® Large Cap Core,FTGU.DE,+3.02%,+37.64%,+70.61%
IE00B8X9NX34,First Trust Emerging Markets AlphaDEX UCITS ETF Acc,6PSQ,13.0,equity,USD,Ireland,False,Accumulating,0.8,150.0,Nasdaq AlphaDEX® Emerging Markets,6PSQ.DU,+21.02%,+44.61%,+40.38%
IE00B8X9NY41,First Trust Eurozone AlphaDEX UCITS ETF Acc,FTGE,68.0,equity,EUR,Ireland,False,Accumulating,0.65,150.0,Nasdaq AlphaDEX® Eurozone,FTGE.BE,+34.92%,+66.90%,+80.08%
IE00B8X9NZ57,First Trust United Kingdom AlphaDEX UCITS ETF Acc,FKU,10.0,equity,GBP,Ireland,False,Accumulating,0.65,75.0,Nasdaq AlphaDEX® United Kingdom,,+23.38%,+60.72%,+74.40%
IE00B910VR50,SPDR MSCI EMU UCITS ETF,ZPRE,311.0,equity,EUR,Ireland,False,Accumulating,0.08,223.0,MSCI EMU,ZPRE.BE,+16.09%,+51.41%,+74.66%
IE00BBQ2W338,HSBC MSCI AC Far East ex Japan UCITS ETF USD,H411,325.0,equity,USD,Ireland,False,Accumulating,0.45,850.0,MSCI AC Far East ex Japan,H411.DE,+32.17%,+51.02%,+17.77%
IE00BCBJG560,SPDR MSCI World Small Cap UCITS ETF,ZPRS,1453.0,equity,USD,Ireland,False,Accumulating,0.45,3537.0,MSCI World Small Cap,ZPRS.BE,+9.95%,+34.05%,+41.30%
IE00BCLWRD08,iShares MSCI EMU Mid Cap UCITS ETF,IS3H,424.0,equity,EUR,Ireland,False,Accumulating,0.49,119.0,MSCI EMU Mid Cap,IS3H.BE,+25.77%,+52.07%,+58.86%
IE00BCLWRF22,iShares MSCI EMU Large Cap UCITS ETF,IS3G,150.0,equity,EUR,Ireland,False,Accumulating,0.49,103.0,MSCI EMU Large Cap,IS3G.DE,+13.39%,+49.34%,+75.41%
IE00BCLWRG39,iShares MSCI Japan USD Hedged UCITS ETF (Acc),IS30,412.0,equity,USD,Ireland,True,Accumulating,0.64,182.0,MSCI Japan (USD Hedged),IS30.BE,+27.95%,+109.59%,+156.46%
IE00BD0B9B76,iShares Refinitiv Inclusion and Diversity UCITS ETF USD (Acc),OPEN,39.0,equity,USD,Ireland,False,Accumulating,0.25,102.0,Refinitiv Global Large/Mid Diversity & Inclusion ex Controversial Weapons Equal Weight,OPEN.DE,+5.14%,+34.35%,+68.91%
IE00BD1F4K20,iShares MSCI USA Mid-Cap Equal Weight UCITS ETF USD (Acc),QDVC,279.0,equity,USD,Ireland,False,Accumulating,0.2,311.0,MSCI USA Mid-Cap Equal Weighted,QDVC.DE,-5.49%,+19.73%,+41.83%
IE00BD1F4L37,iShares Edge MSCI USA Quality Factor UCITS ETF,QDVB,1320.0,equity,USD,Ireland,False,Accumulating,0.2,125.0,MSCI USA Sector Neutral Quality,QDVB.BE,-3.70%,+51.16%,+81.62%
IE00BD1F4M44,iShares Edge MSCI USA Value Factor UCITS ETF,QDVI,2590.0,equity,USD,Ireland,False,Accumulating,0.2,149.0,MSCI USA Enhanced Value,QDVI.BE,+21.12%,+48.47%,+79.53%
IE00BD1F4N50,iShares Edge MSCI USA Momentum Factor UCITS ETF,QDVA,490.0,equity,USD,Ireland,False,Accumulating,0.2,125.0,MSCI USA Momentum,QDVA.BE,-5.81%,+53.20%,+44.70%
IE00BD34DB16,UBS Core S&P 500 UCITS ETF hCHF acc,SP500S,426.0,equity,CHF,Ireland,True,Accumulating,0.06,503.0,S&P 500® (CHF Hedged),,+13.55%,+64.41%,+83.51%
IE00BD34DK07,UBS Core S&P 500 UCITS ETF hEUR acc,UEQD,268.0,equity,EUR,Ireland,True,Accumulating,0.06,503.0,S&P 500® (EUR Hedged),UEQD.DE,+10.57%,+60.38%,+65.66%
IE00BD3RYZ16,iShares OMX Stockholm Capped UCITS ETF,OMXS,170.0,equity,SEK,Ireland,False,Accumulating,0.1,110.0,OMX Stockholm Benchmark Cap,,+16.77%,+48.01%,+48.69%
IE00BD4TXS21,UBS Core MSCI USA UCITS ETF USD acc,4UBB,2170.0,equity,USD,Ireland,False,Accumulating,0.06,543.0,MSCI USA,,-1.29%,+54.78%,+82.75%
IE00BD4TXV59,UBS Core MSCI World UCITS ETF USD acc,UETW,6209.0,equity,USD,Ireland,False,Accumulating,0.06,1319.0,MSCI World,UETW.DE,+3.31%,+52.13%,+76.57%
IE00BD4TXW66,UBS Core S&P 500 UCITS ETF USD acc,BCFT,1342.0,equity,USD,Ireland,False,Accumulating,0.03,503.0,S&P 500®,,-,-,-
IE00BD4TYG73,UBS Core MSCI USA UCITS ETF EUR Hedged acc,UBUJ,502.0,equity,EUR,Ireland,True,Accumulating,0.09,543.0,MSCI USA (EUR Hedged),UBUJ.BE,+10.39%,+61.21%,+60.76%
IE00BD4TYL27,UBS Core MSCI USA UCITS ETF CHF Hedged acc,USCHWH,494.0,equity,CHF,Ireland,True,Accumulating,0.09,543.0,MSCI USA (CHF Hedged),,+13.61%,+65.78%,+78.58%
IE00BD6GCF16,First Trust US Equity Income UCITS ETF Acc,FTGI,28.0,equity,USD,Ireland,False,Accumulating,0.55,135.0,Nasdaq US High Equity Income,,+0.23%,+21.96%,+70.54%
IE00BD6RZT93,WisdomTree US Equity Income UCITS ETF Acc,WTD9,80.0,equity,USD,Ireland,False,Accumulating,0.29,333.0,WisdomTree US Equity Income,WTD9.BE,+4.79%,+23.49%,+85.71%
IE00BD6RZW23,WisdomTree US Equity Income UCITS ETF EUR Hedged Acc,WTDY,1.0,equity,EUR,Ireland,True,Accumulating,0.35,333.0,WisdomTree US Equity Income (EUR Hedged),WTDY.DE,+16.33%,+27.72%,+62.93%
IE00BD6RZZ53,WisdomTree US Equity Income UCITS ETF GBP Hedged Acc,DHSG,1.0,equity,GBP,Ireland,True,Accumulating,0.35,333.0,WisdomTree US Equity Income (GBP Hedged),,+13.73%,+36.06%,+75.49%
IE00BDDRF700,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,T3KE,96.0,equity,USD,Ireland,False,Accumulating,0.59,139.0,Solactive Innovative Technologies,T3KE.BE,-5.18%,+51.70%,-1.11%
IE00BDF12W49,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WTD8,44.0,equity,USD,Ireland,False,Accumulating,0.46,397.0,WisdomTree Emerging Markets Equity Income,WTD8.BE,+11.81%,+43.63%,+63.58%
IE00BDF16007,WisdomTree Europe Equity Income UCITS ETF Acc,EEIP,25.0,equity,EUR,Ireland,False,Accumulating,0.29,185.0,WisdomTree Europe Equity Income,,+26.37%,+50.15%,+85.63%
IE00BDF16114,WisdomTree Europe SmallCap Dividend UCITS ETF Acc,WTD7,34.0,equity,EUR,Ireland,False,Accumulating,0.38,280.0,WisdomTree Europe SmallCap Dividend,WTD7.BE,+15.03%,+30.67%,+44.67%
IE00BDFBTQ78,VanEck S&P Global Mining UCITS ETF A,WMIN,1524.0,equity,USD,Ireland,False,Accumulating,0.5,152.0,S&P Global Mining Reduced Coal,WMIN.BE,+81.48%,+91.63%,+143.10%
IE00BDGV0415,UBS MSCI USA Select Factor Mix UCITS ETF USD acc,USUE,94.0,equity,USD,Ireland,False,Accumulating,0.25,1865.0,MSCI USA Select Factor Mix,USUE.DE,-1.30%,+39.29%,+66.87%
IE00BDGV0746,UBS MSCI USA Select Factor Mix UCITS ETF hEUR acc,USMUFE,9.0,equity,EUR,Ireland,True,Accumulating,0.28,1865.0,MSCI USA Select Factor Mix (EUR Hedged),USMUFE.MI,+11.11%,+46.91%,+47.72%
IE00BDGV0C91,UBS MSCI USA Select Factor Mix UCITS ETF hCHF acc,USMUFS,32.0,equity,CHF,Ireland,True,Accumulating,0.28,1865.0,MSCI USA Select Factor Mix (CHF Hedged),,+11.95%,+47.04%,+61.08%
IE00BDQZN113,UBS MSCI ACWI Universal UCITS ETF hUSD acc,AWESGW,1193.0,equity,USD,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (USD Hedged),,+4.29%,+56.24%,+81.01%
IE00BDQZN337,UBS MSCI ACWI Universal UCITS ETF hEUR acc,AWESGE,804.0,equity,EUR,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (EUR Hedged),AWESGE.SW,+15.98%,+62.47%,+61.58%
IE00BDQZN550,UBS MSCI ACWI Universal UCITS ETF hGBP acc,AWESGG,290.0,equity,GBP,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (GBP Hedged),,+13.58%,+71.79%,+71.98%
IE00BDQZN774,UBS MSCI ACWI Universal UCITS ETF hCHF acc,AWESGS,1402.0,equity,CHF,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (CHF Hedged),,+16.63%,+62.51%,+74.35%
IE00BDR55471,UBS MSCI ACWI Socially Responsible UCITS ETF USD acc,AW1P,577.0,equity,USD,Ireland,False,Accumulating,0.25,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped,,+3.07%,+47.96%,+61.02%
IE00BDR55703,UBS MSCI ACWI Socially Responsible UCITS ETF hUSD acc,AWSR,197.0,equity,USD,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (USD Hedged),AWSR.AS,+1.58%,+49.93%,+71.35%
IE00BDR55927,UBS MSCI ACWI Socially Responsible UCITS ETF hEUR acc,AW1R,785.0,equity,EUR,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),AW1R.BE,+11.51%,+54.73%,+53.42%
IE00BDR55F85,UBS MSCI ACWI Socially Responsible UCITS ETF hCHF acc,AWSRIS,601.0,equity,CHF,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,+13.75%,+57.79%,+66.23%
IE00BDR5GV14,UBS Global Gender Equality UCITS ETF USD acc,GENE,89.0,equity,USD,Ireland,False,Accumulating,0.2,100.0,Solactive Equileap Global Gender Equality 100 Leaders,,+6.52%,+36.28%,+65.46%
IE00BDR5GY45,UBS Global Gender Equality UCITS ETF hUSD acc,GENDEW,4.0,equity,USD,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (USD Hedged),,+1.35%,+35.65%,+76.96%
IE00BDR5H073,UBS Global Gender Equality UCITS ETF hEUR acc,GGUE,24.0,equity,EUR,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (EUR Hedged),GGUE.DE,+12.44%,+39.05%,+54.61%
IE00BDR5H297,UBS Global Gender Equality UCITS ETF hGBP acc,GENG,6.0,equity,GBP,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 Leaders (GBP Hedged),,+9.97%,+48.18%,+66.03%
IE00BDR5H412,UBS Global Gender Equality UCITS ETF hCHF acc,AW1A,70.0,equity,CHF,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (CHF Hedged),,+14.65%,+41.33%,+69.96%
IE00BDT8TZ34,Invesco Preferred Shares UCITS UCITS ETF CHF Hedged,PRFC,0.0,equity,CHF,Ireland,True,Accumulating,0.55,256.0,BofA Merrill Lynch Diversified Core Plus Fixed Rate Preferred Securities (CHF Hedged),,+1.78%,+1.84%,-3.58%
IE00BDVPNG13,WisdomTree Artificial Intelligence UCITS ETF USD Acc,WTI2,919.0,equity,USD,Ireland,False,Accumulating,0.4,63.0,Nasdaq CTA Artificial Intelligence,WTI2.BE,+8.99%,+65.75%,+28.51%
